$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link
AE5FB2,15-5162,,F35,F35,Mil,tar1090-db import,,,,
AE5FB3,15-5163,,F35,F35,Mil,tar1090-db import,,,,
AE5FB4,15-5164,,F35,F35,Mil,tar1090-db import,,,,
AE5FB5,15-5165,,F35,F35,Mil,tar1090-db import,,,,
AE5FB6,15-5166,,F35,F35,Mil,tar1090-db import,,,,
AE5FB7,15-5167,,F35,F35,Mil,tar1090-db import,,,,
AE5FB8,15-5168,,F35,F35,Mil,tar1090-db import,,,,
AE5FB9,15-5169,,F35,F35,Mil,tar1090-db import,,,,
AE5FBA,15-5170,,F35,F35,Mil,tar1090-db import,,,,
AE5FBB,15-5171,,F35,F35,Mil,tar1090-db import,,,,
AE5FBC,15-5172,,F35,F35,Mil,tar1090-db import,,,,
AE5FBD,15-5173,,F35,F35,Mil,tar1090-db import,,,,
AE5FBE,15-5174,,F35,F35,Mil,tar1090-db import,,,,
AE5FBF,15-5175,,F35,F35,Mil,tar1090-db import,,,,
AE5FC0,15-5176,,F35,F35,Mil,tar1090-db import,,,,
AE5FC1,15-5177,,F35,F35,Mil,tar1090-db import,,,,
AE5FC2,15-5178,,F35,F35,Mil,tar1090-db import,,,,
AE5FC3,15-5179,,F35,F35,Mil,tar1090-db import,,,,
AE5FC4,15-5180,,F35,F35,Mil,tar1090-db import,,,,
AE5FC5,15-5181,,F35,F35,Mil,tar1090-db import,,,,
AE5FC6,15-5182,,F35,F35,Mil,tar1090-db import,,,,
AE5FC7,15-5183,,F35,F35,Mil,tar1090-db import,,,,
AE5FC8,15-5184,,F35,F35,Mil,tar1090-db import,,,,
AE5FC9,15-5185,,F35,F35,Mil,tar1090-db import,,,,
AE5FCA,15-5186,,F35,F35,Mil,tar1090-db import,,,,
AE5FCB,15-5187,,F35,F35,Mil,tar1090-db import,,,,
AE5FCC,15-5188,,F35,F35,Mil,tar1090-db import,,,,
AE5FCD,15-5189,,F35,F35,Mil,tar1090-db import,,,,
AE5FCE,15-5190,,F35,F35,Mil,tar1090-db import,,,,
AE5FCF,15-5191,,F35,F35,Mil,tar1090-db import,,,,
AE5FE7,82-23836,,DE HAVILLAND DHC-6 Twin Otter,DHC6,Mil,tar1090-db import,,,,
AE6004,17-20917,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6005,17-20918,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6006,17-20919,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6007,17-20920,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6008,17-20921,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6009,17-20922,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE600B,17-20924,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE600C,17-20925,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE600D,17-20926,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE600E,17-20927,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE600F,17-20928,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6010,17-20929,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6011,17-20930,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6012,17-20931,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6013,17-20932,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6014,17-20933,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6015,17-20934,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6016,17-20935,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6017,17-20936,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6018,17-20937,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6019,17-20938,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE601A,17-20939,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE601B,17-20940,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE601C,17-20941,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE601D,17-20942,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE601E,17-20943,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE601F,17-20944,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6020,17-20945,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6021,17-20946,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6022,17-20947,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6023,17-20948,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6024,17-20949,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6025,17-20950,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6026,17-20951,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6028,17-20953,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6029,17-20954,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE602A,17-20955,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE602B,17-20956,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE602C,17-20957,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE602D,17-20958,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE602E,17-20959,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE602F,17-20960,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6030,17-20961,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6031,17-20962,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6032,17-20963,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6033,17-20964,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6034,17-20965,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6035,17-20966,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6038,17-20969,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE603A,17-20971,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE603C,17-20973,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE603D,17-20974,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE603E,17-20975,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE603F,17-20976,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6040,17-20977,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6047,17-03154,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6048,17-03155,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6049,17-03156,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE604A,17-03157,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE604B,17-03158,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE604C,17-03159,,H64,H64,Mil,tar1090-db import,,,,
AE604D,17-03160,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE604E,17-03161,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE604F,17-03162,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6050,17-03163,,H64,H64,Mil,tar1090-db import,,,,
AE6051,17-03164,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6052,17-03165,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6053,17-03166,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6055,17-03168,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6056,17-03169,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6057,17-03170,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6058,17-03171,,H64,H64,Mil,tar1090-db import,,,,
AE6059,17-03172,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE605A,17-03173,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE605B,17-03174,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE605C,17-03175,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE605D,17-03176,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE605F,17-03178,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6060,17-03179,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6061,17-03180,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6062,17-03181,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6063,17-03182,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6064,17-03183,,H64,H64,Mil,tar1090-db import,,,,
AE6065,17-03184,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6066,17-03185,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6067,17-03186,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6068,17-03187,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6069,17-03188,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE606A,17-03189,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE606B,17-03190,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE606C,17-03191,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE606D,17-03192,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE606E,17-03193,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE606F,17-03194,,Boeing AH-64E Apache,H64,Mil,tar1090-db import,,,,
AE6070,17-03195,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE6071,17-03196,,H64,H64,Mil,tar1090-db import,,,,
AE6072,17-03197,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE60AF,17-2029,,Embraer A-29B Super Tucano,E314,Mil,tar1090-db import,,,,
AE60B0,17-2030,,Embraer A-29B Super Tucano,E314,Mil,tar1090-db import,,,,
AE60B1,17-2031,,Embraer A-29B Super Tucano,E314,Mil,tar1090-db import,,,,
AE60B2,17-2032,,Embraer A-29B Super Tucano,E314,Mil,tar1090-db import,,,,
AE60E8,160280,,Beech T-34C Mentor,T34T,Mil,tar1090-db import,,,,
AE60EA,160475,,Beech T-34C Mentor,T34T,Mil,tar1090-db import,,,,
AE60EB,160478,,Beech T-34C Mentor,T34T,Mil,tar1090-db import,,,,
AE60ED,160506,,Beech T-34C Mentor,T34T,Mil,tar1090-db import,,,,
AE60EE,160531,,Beech T-34C Mentor,T34T,Mil,tar1090-db import,,,,
AE60F0,160945,,Beech T-34C Mentor,T34T,Mil,tar1090-db import,,,,
AE60F1,160949,,Beech T-34C Mentor,T34T,Mil,tar1090-db import,,,,
AE60F3,161832,,Beech T-34C Mentor,T34T,Mil,tar1090-db import,,,,
AE60F4,161846,,Beech T-34C Mentor,T34T,Mil,tar1090-db import,,,,
AE60F6,164160,,Beech T-34C Mentor,T34T,Mil,tar1090-db import,,,,
AE60F8,09-1118,,BEECH 200 Super King Air,BE20,Mil,tar1090-db import,,,,
AE60F9,169641,,F18S,F18S,Mil,tar1090-db import,,,,
AE60FA,169642,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE60FB,169643,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE60FC,169644,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE60FD,169645,,F18S,F18S,Mil,tar1090-db import,,,,
AE60FE,169646,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE60FF,169647,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE6100,169648,,F18S,F18S,Mil,tar1090-db import,,,,
AE6101,169649,,Boeing F/A-18F Super Hornet,F18S,Mil,tar1090-db import,,,,
AE6102,169650,,F18S,F18S,Mil,tar1090-db import,,,,
AE6103,169651,,F18S,F18S,Mil,tar1090-db import,,,,
AE6104,169652,,F18S,F18S,Mil,tar1090-db import,,,,
AE6105,169653,,F18S,F18S,Mil,tar1090-db import,,,,
AE6106,169654,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE610A,163186,,BRITISH AEROSPACE Harrier,HAR,Mil,tar1090-db import,,,,
AE614A,165002,,BRITISH AEROSPACE Harrier,HAR,Mil,tar1090-db import,,,,
AE6175,164129,,BRITISH AEROSPACE Harrier,HAR,Mil,tar1090-db import,,,,
AE6184,169181,,S92,S92,Mil,tar1090-db import,,,,
AE6185,169182,,S92,S92,Mil,tar1090-db import,,,,
AE6186,169183,,S92,S92,Mil,tar1090-db import,,,,
AE6187,169184,,S92,S92,Mil,tar1090-db import,,,,
AE6188,169185,,S92,S92,Mil,tar1090-db import,,,,
AE6189,169186,,S92,S92,Mil,tar1090-db import,,,,
AE618A,169187,,S92,S92,Mil,tar1090-db import,,,,
AE618B,169188,,S92,S92,Mil,tar1090-db import,,,,
AE618C,169189,,SIKORSKY S-92 Helibus,S92,Mil,tar1090-db import,,,,
AE618D,169190,,S92,S92,Mil,tar1090-db import,,,,
AE618E,169191,,SIKORSKY S-92 Helibus,S92,Mil,tar1090-db import,,,,
AE618F,169192,,S92,S92,Mil,tar1090-db import,,,,
AE6190,169193,,S92,S92,Mil,tar1090-db import,,,,
AE6191,169194,,SIKORSKY S-92 Helibus,S92,Mil,tar1090-db import,,,,
AE6192,169195,,S92,S92,Mil,tar1090-db import,,,,
AE6193,169196,,SIKORSKY S-92 Helibus,S92,Mil,tar1090-db import,,,,
AE6194,169197,,SIKORSKY S-92 Helibus,S92,Mil,tar1090-db import,,,,
AE6195,169198,,SIKORSKY S-92 Helibus,S92,Mil,tar1090-db import,,,,
AE6196,169199,,SIKORSKY S-92 Helibus,S92,Mil,tar1090-db import,,,,
AE6197,79-23256,,DE HAVILLAND DHC-6 Twin Otter,DHC6,Mil,tar1090-db import,,,,
AE61AC,17-02224,,Q1,Q1,Mil,tar1090-db import,,,,
AE61B4,169019,,SIKORSKY CH-53 Super Stallion,H53S,Mil,tar1090-db import,,,,
AE61B5,169020,,SIKORSKY CH-53 Super Stallion,H53S,Mil,tar1090-db import,,,,
AE61B6,169021,,SIKORSKY CH-53 Super Stallion,H53S,Mil,tar1090-db import,,,,
AE61B7,169022,,SIKORSKY CH-53 Super Stallion,H53S,Mil,tar1090-db import,,,,
AE61B8,169662,,SIKORSKY CH-53 Super Stallion,H53S,Mil,tar1090-db import,,,,
AE61B9,169663,,SIKORSKY CH-53 Super Stallion,H53S,Mil,tar1090-db import,,,,
AE61CB,761548,,NORTHROP F-5 Tiger 2,F5,Mil,tar1090-db import,,,,
AE61D2,761557,,F5,F5,Mil,tar1090-db import,,,,
AE61D5,761562,,F5,F5,Mil,tar1090-db import,,,,
AE61D8,761568,,F5,F5,Mil,tar1090-db import,,,,
AE61DA,761571,,NORTHROP F-5 Tiger 2,F5,Mil,tar1090-db import,,,,
AE61DD,761575,,NORTHROP F-5 Tiger 2,F5,Mil,tar1090-db import,,,,
AE61E1,761583,,F5,F5,Mil,tar1090-db import,,,,
AE61E4,761591,,F5,F5,Mil,tar1090-db import,,,,
AE61E7,810834,,F5,F5,Mil,tar1090-db import,,,,
AE6208,18-20996,,H60,H60,Mil,tar1090-db import,,,,
AE6209,18-20997,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE620A,18-21098,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE620B,18-20999,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE620C,18-21000,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE620D,18-21001,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE620E,18-21002,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE620F,18-21003,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6210,18-21004,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6211,18-21005,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6212,18-21006,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6213,18-21007,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6214,18-21008,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6215,18-21009,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6216,18-21010,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6217,18-21011,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6218,18-21012,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6219,18-21013,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE621B,18-21015,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE621C,18-21016,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE621D,18-21017,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE621E,18-21018,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE621F,18-21019,,H60,H60,Mil,tar1090-db import,,,,
AE6220,18-21020,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6221,18-21021,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6222,18-21022,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6223,18-21023,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6224,18-21024,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6225,18-21025,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6227,18-21027,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE6228,69-6600,,Bell UH-1N Iroquois,B212,Mil,tar1090-db import,,,,
AE6233,69-6633,,B212,B212,Mil,tar1090-db import,,,,
AE623A,69-6646,,BELL 212,B212,Mil,tar1090-db import,,,,
AE6240,69-6655,,BELL 212,B212,Mil,tar1090-db import,,,,
AE6241,69-6656,,B212,B212,Mil,tar1090-db import,,,,
AE6242,69-6657,,B212,B212,Mil,tar1090-db import,,,,
AE6243,69-6658,,B212,B212,Mil,tar1090-db import,,,,
AE6246,69-6663,,BELL 212,B212,Mil,tar1090-db import,,,,
AE6248,69-6666,,BELL 212,B212,Mil,tar1090-db import,,,,
AE624A,69-6668,,B212,B212,Mil,tar1090-db import,,,,
AE624B,69-6669,,BELL 212,B212,Mil,tar1090-db import,,,,
AE624E,69-7538,,BELL 212,B212,Mil,tar1090-db import,,,,
AE625E,163599,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6261,163604,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6262,163605,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE6263,163606,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6264,163607,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6265,163608,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6266,163609,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE6269,163613,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE626E,163618,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE626F,163619,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE6273,163623,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6276,163626,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6277,163628,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6279,163631,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE627B,163635,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE627C,163636,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE627E,163638,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE627F,165641,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6281,163643,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6283,163646,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6286,163649,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6287,163650,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6288,163651,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE628C,163655,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6290,165057,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE6292,165059,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6293,165060,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6296,165063,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6297,165064,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6298,165065,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE6299,165067,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE629A,165068,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE629B,165070,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE629C,165071,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE629D,165072,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE629E,165073,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62A0,165076,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62A1,165078,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62A8,165085,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE62A9,165086,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE62B0,165459,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE62B1,165460,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE62B3,165462,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62B7,165466,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62B8,165467,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62BA,165469,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62BB,165470,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62BC,165471,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62BD,165472,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62BE,165473,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE62C1,165477,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62D2,165496,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62D3,165497,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62D4,165498,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62D6,165599,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62D7,165600,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE62DA,165603,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62DD,165607,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62DF,165608,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE62E6,165615,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE62E9,165618,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62EE,165623,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62EF,165624,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62F1,165626,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62F3,165628,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE62F4,165629,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE62F5,165630,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE62F7,165633,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE62FA,165636,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62FB,165637,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE62FD,165639,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE62FF,165641,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE6300,165643,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6301,165644,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6302,165645,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6303,165646,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6304,167073,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6306,167075,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6308,167078,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE6309,167079,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE630A,167080,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE630B,167082,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE630F,167086,,HAWK,HAWK,Mil,tar1090-db import,,,,
AE6311,167088,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
AE6313,167090,,BRITISH AEROSPACE T-45 Goshawk,HAWK,Mil,tar1090-db import,,,,
